"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr16",67619969,67621221,1253,"*","SRR11392448_bam_peak_3418",19,".",2.72677,5.29207,1.98928,"Promoter (<=1kb)",16,66655421,67620908,965488,2,"239857","ENSMUST00000114292.7",0,"ENSMUSG00000064115","Cadm2","cell adhesion molecule 2"
"chr16",70313801,70314307,507,"*","SRR11392448_bam_peak_3419",16,".",2.30096,4.77615,1.61639,"Promoter (<=1kb)",16,70313949,70569716,255768,1,"74185","ENSMUST00000163832.7",0,"ENSMUSG00000022707","Gbe1","1,4-alpha-glucan branching enzyme 1"
"chr16",72662951,72663992,1042,"*","SRR11392448_bam_peak_3420",17,".",2.35686,4.89459,1.70305,"Promoter (<=1kb)",16,72663149,73046095,382947,1,"19876","ENSMUST00000023600.7",0,"ENSMUSG00000022883","Robo1","roundabout guidance receptor 1"
"chr16",73784571,73785117,547,"*","SRR11392448_bam_peak_3421",14,".",3.80882,4.55725,1.46296,"Distal Intergenic",16,73894664,73899885,5222,2,"268902","ENSMUST00000149114.1",114768,"ENSMUSG00000052516","Robo2","roundabout guidance receptor 2"
"chr16",74411706,74412058,353,"*","SRR11392448_bam_peak_3422",13,".",2.10457,4.39462,1.34281,"Promoter (<=1kb)",16,74349795,74411825,62031,2,"268902","ENSMUST00000156010.1",0,"ENSMUSG00000052516","Robo2","roundabout guidance receptor 2"
"chr16",75090477,75091038,562,"*","SRR11392448_bam_peak_3423",13,".",2.87353,4.34803,1.31109,"Distal Intergenic",16,75540544,75567682,27139,2,"320355","ENSMUST00000186809.1",476644,"ENSMUSG00000032948","Lipi","lipase, member I"
"chr16",75445880,75446189,310,"*","SRR11392448_bam_peak_3424",11,".",3.24007,4.07832,1.11568,"Intron (ENSMUST00000232503.1/ENSMUST00000232503.1, intron 1 of 2)",16,75540544,75567682,27139,2,"320355","ENSMUST00000186809.1",121493,"ENSMUSG00000032948","Lipi","lipase, member I"
"chr16",75592922,75593243,322,"*","SRR11392448_bam_peak_3425",12,".",2.23248,4.32114,1.29066,"Promoter (<=1kb)",16,75592891,75602825,9935,1,"224344","ENSMUST00000114253.1",31,"ENSMUSG00000032940","Rbm11","RNA binding motif protein 11"
"chr16",76321585,76322007,423,"*","SRR11392448_bam_peak_3426",16,".",3.54574,4.87327,1.6858,"Promoter (1-2kb)",16,76294646,76323658,29013,2,"268903","ENSMUST00000140483.1",1651,"ENSMUSG00000048490","Nrip1","nuclear receptor interacting protein 1"
"chr16",76372070,76372397,328,"*","SRR11392448_bam_peak_3427",17,".",2.39359,5.03157,1.79982,"Promoter (<=1kb)",16,76328283,76373037,44755,2,"268903","ENSMUST00000141182.1",640,"ENSMUSG00000048490","Nrip1","nuclear receptor interacting protein 1"
"chr16",76373219,76373808,590,"*","SRR11392448_bam_peak_3428",17,".",2.23418,4.97995,1.76438,"Promoter (<=1kb)",16,76294564,76373826,79263,2,"268903","ENSMUST00000231585.1",18,"ENSMUSG00000048490","Nrip1","nuclear receptor interacting protein 1"
"chr16",77500653,77500986,334,"*","SRR11392448_bam_peak_3429",17,".",2.69747,5.01642,1.7907,"Promoter (<=1kb)",16,77500384,77691403,191020,1,"77994","ENSMUST00000183327.1",269,"ENSMUSG00000090386","Mir99ahg","Mir99a and Mirlet7c-1 host gene (non-protein coding)"
"chr16",77759962,77760300,339,"*","SRR11392448_bam_peak_3430",31,".",4.44084,6.93654,3.17559,"Intron (ENSMUST00000231957.1/ENSMUST00000231957.1, intron 4 of 4)",16,77646340,77649426,3087,1,"723952","ENSMUST00000193537.1",113622,"ENSMUSG00000065472","Mir125b-2","microRNA 125b-2"
"chr16",78301997,78302709,713,"*","SRR11392448_bam_peak_3431",11,".",2.34806,4.15964,1.1744,"Promoter (<=1kb)",16,78250861,78302487,51627,2,"100503619","ENSMUST00000209468.1",0,"ENSMUSG00000109841","E330011O21Rik","RIKEN cDNA E330011O21 gene"
"chr16",78576185,78576846,662,"*","SRR11392448_bam_peak_3432",19,".",2.52849,5.1931,1.91819,"Promoter (<=1kb)",16,78540338,78576634,36297,2,"67102","ENSMUST00000231973.1",0,"ENSMUSG00000022864","D16Ertd472e","DNA segment, Chr 16, ERATO Doi 472, expressed"
"chr16",81200867,81201088,222,"*","SRR11392448_bam_peak_3433",14,".",2.30276,4.61135,1.49702,"Promoter (<=1kb)",16,81200757,81485512,284756,1,"17968","ENSMUST00000231687.1",110,"ENSMUSG00000022762","Ncam2","neural cell adhesion molecule 2"
"chr16",84734832,84735618,787,"*","SRR11392448_bam_peak_3434",19,".",2.46669,5.28513,1.98284,"Promoter (<=1kb)",16,84734168,84735230,1063,2,"27393","ENSMUST00000133901.1",0,"ENSMUSG00000022889","Mrpl39","mitochondrial ribosomal protein L39"
"chr16",84834577,84834811,235,"*","SRR11392448_bam_peak_3435",25,".",2.5259,6.07997,2.55615,"Promoter (<=1kb)",16,84833523,84834832,1310,2,"11957","ENSMUST00000150502.1",21,"ENSMUSG00000022890","Atp5pf","ATP synthase peripheral stalk subunit F6"
"chr16",84835385,84835922,538,"*","SRR11392448_bam_peak_3436",26,".",2.68097,6.26843,2.69302,"Promoter (<=1kb)",16,84827871,84835503,7633,2,"11957","ENSMUST00000114191.7",0,"ENSMUSG00000022890","Atp5pf","ATP synthase peripheral stalk subunit F6"
"chr16",85172948,85173686,739,"*","SRR11392448_bam_peak_3437",22,".",2.41969,5.6778,2.26664,"Promoter (<=1kb)",16,84994704,85173704,179001,2,"11820","ENSMUST00000227990.1",18,"ENSMUSG00000022892","App","amyloid beta precursor protein"
"chr16",85800954,85801546,593,"*","SRR11392448_bam_peak_3438",23,".",2.64286,5.77377,2.33677,"Promoter (<=1kb)",16,85795476,85801481,6006,2,"11504","ENSMUST00000125897.1",0,"ENSMUSG00000022893","Adamts1","ADAM metallopeptidase with thrombospondin type 1 motif 1"
"chr16",85900835,85901375,541,"*","SRR11392448_bam_peak_3439",19,".",2.52052,5.30206,1.99475,"Promoter (<=1kb)",16,85856173,85901828,45656,2,"23794","ENSMUST00000023611.6",453,"ENSMUSG00000022894","Adamts5","ADAM metallopeptidase with thrombospondin type 1 motif 5"
"chr16",87354255,87354670,416,"*","SRR11392448_bam_peak_3440",31,".",2.84973,6.93255,3.1712,"Promoter (<=1kb)",16,87354245,87367685,13441,1,"67768","ENSMUST00000118115.1",10,"ENSMUSG00000044442","N6amt1","N-6 adenine-specific DNA methyltransferase 1 (putative)"
"chr16",87432108,87432489,382,"*","SRR11392448_bam_peak_3441",23,".",2.39728,5.75845,2.32457,"Promoter (<=1kb)",16,87413188,87432563,19376,2,"78913","ENSMUST00000232095.1",74,"ENSMUSG00000052299","Ltn1","listerin E3 ubiquitin protein ligase 1"
"chr16",87440065,87440836,772,"*","SRR11392448_bam_peak_3442",30,".",2.60996,6.73231,3.02713,"Promoter (<=1kb)",16,87433407,87440573,7167,2,"53858","ENSMUST00000039101.11",0,"ENSMUSG00000041079","Rwdd2b","RWD domain containing 2B"
"chr16",87454739,87455584,846,"*","SRR11392448_bam_peak_3443",17,".",2.36764,4.9543,1.74587,"Promoter (<=1kb)",16,87454979,87483310,28332,1,"74112","ENSMUST00000119504.7",0,"ENSMUSG00000025616","Usp16","ubiquitin specific peptidase 16"
"chr16",87495452,87495768,317,"*","SRR11392448_bam_peak_3444",21,".",2.52533,5.48974,2.13105,"Promoter (<=1kb)",16,87490488,87495704,5217,2,"12469","ENSMUST00000176750.1",0,"ENSMUSG00000025613","Cct8","chaperonin containing TCP1 subunit 8"
"chr16",87699029,87700028,1000,"*","SRR11392448_bam_peak_3445",14,".",2.33716,4.60676,1.49447,"Promoter (<=1kb)",16,87699004,87722920,23917,1,"12013","ENSMUST00000156958.1",25,"ENSMUSG00000025612","Bach1","BTB and CNC homology 1, basic leucine zipper transcription factor 1"
"chr16",90143571,90144474,904,"*","SRR11392448_bam_peak_3446",31,".",2.9281,6.91987,3.16414,"Promoter (<=1kb)",16,89787111,90143769,356659,2,"21844","ENSMUST00000114124.8",0,"ENSMUSG00000002489","Tiam1","T cell lymphoma invasion and metastasis 1"
"chr16",90283625,90284820,1196,"*","SRR11392448_bam_peak_3447",20,".",2.43022,5.4169,2.07904,"Promoter (<=1kb)",16,90228951,90284308,55358,2,"224432","ENSMUST00000163419.8",0,"ENSMUSG00000022983","Scaf4","SR-related CTD-associated factor 4"
"chr16",90727167,90727713,547,"*","SRR11392448_bam_peak_3448",13,".",2.17439,4.46339,1.39139,"Promoter (<=1kb)",16,90719312,90727404,8093,2,"66578","ENSMUST00000099554.4",0,"ENSMUSG00000022978","Mis18a","MIS18 kinetochore protein A"
"chr16",90934243,90935103,861,"*","SRR11392448_bam_peak_3449",20,".",2.59437,5.43157,2.08843,"Promoter (<=1kb)",16,90925970,90934927,8958,2,"68001","ENSMUST00000125519.7",0,"ENSMUSG00000022972","Cfap298","cilia and flagella associate protien 298"
"chr16",91010537,91011613,1077,"*","SRR11392448_bam_peak_3450",19,".",2.37967,5.27473,1.97658,"Promoter (<=1kb)",16,90936092,91011308,75217,2,"104015","ENSMUST00000121759.7",0,"ENSMUSG00000022973","Synj1","synaptojanin 1"
"chr16",91043552,91044208,657,"*","SRR11392448_bam_peak_3451",22,".",2.36031,5.59695,2.20875,"Promoter (<=1kb)",16,91014916,91044164,29249,2,"67367","ENSMUST00000023698.11",0,"ENSMUSG00000022974","Paxbp1","PAX3 and PAX7 binding protein 1"
"chr16",91044699,91044965,267,"*","SRR11392448_bam_peak_3452",18,".",2.37968,5.08093,1.83557,"Promoter (<=1kb)",16,91014037,91044543,30507,2,"67367","ENSMUST00000118522.7",-156,"ENSMUSG00000022974","Paxbp1","PAX3 and PAX7 binding protein 1"
"chr16",91372835,91373392,558,"*","SRR11392448_bam_peak_3453",22,".",2.30551,5.69992,2.28488,"Promoter (<=1kb)",16,91372841,91393863,21023,1,"15976","ENSMUST00000134491.8",0,"ENSMUSG00000022971","Ifnar2","interferon (alpha and beta) receptor 2"
"chr16",91596913,91597622,710,"*","SRR11392448_bam_peak_3456",14,".",2.36214,4.60563,1.49423,"Promoter (<=1kb)",16,91575758,91597664,21907,2,"77975","ENSMUST00000133180.7",42,"ENSMUSG00000022964","Tmem50b","transmembrane protein 50B"
"chr16",91646662,91647306,645,"*","SRR11392448_bam_peak_3457",33,".",2.95737,7.14616,3.32609,"Promoter (<=1kb)",16,91621186,91646952,25767,2,"14450","ENSMUST00000023684.13",0,"ENSMUSG00000022962","Gart","phosphoribosylglycinamide formyltransferase"
"chr16",91647909,91648711,803,"*","SRR11392448_bam_peak_3458",20,".",2.68018,5.31522,2.00544,"Promoter (<=1kb)",16,91647885,91679221,31337,1,"20658","ENSMUST00000122302.7",24,"ENSMUSG00000022961","Son","Son DNA binding protein"
"chr16",91688378,91688603,226,"*","SRR11392448_bam_peak_3459",16,".",2.41842,4.81094,1.64039,"Promoter (<=1kb)",16,91679828,91688703,8876,2,"60364","ENSMUST00000138560.1",100,"ENSMUSG00000022960","Donson","downstream neighbor of SON"
"chr16",91728410,91729057,648,"*","SRR11392448_bam_peak_3460",21,".",2.60306,5.52683,2.15898,"Promoter (<=1kb)",16,91689322,91728975,39654,2,"66609","ENSMUST00000073466.12",0,"ENSMUSG00000058240","Cryzl1","crystallin zeta like 1"
"chr16",91931377,91931920,544,"*","SRR11392448_bam_peak_3461",17,".",2.42798,4.92035,1.72009,"Promoter (<=1kb)",16,91925214,91931687,6474,2,"28080","ENSMUST00000023677.9",0,"ENSMUSG00000022956","Atp5po","ATP synthase peripheral stalk subunit OSCP"
"chr16",92058027,92059156,1130,"*","SRR11392448_bam_peak_3462",17,".",2.4383,4.91308,1.71608,"Promoter (<=1kb)",16,92058270,92112227,53958,1,"121022","ENSMUST00000047429.8",0,"ENSMUSG00000039680","Mrps6","mitochondrial ribosomal protein S6"
"chr16",92301048,92301485,438,"*","SRR11392448_bam_peak_3463",12,".",2.06829,4.31905,1.28942,"Promoter (<=1kb)",16,92301286,92313041,11756,1,"68936","ENSMUST00000063641.10",0,"ENSMUSG00000051989","Smim11","small integral membrane protein 11"
"chr16",92399761,92400163,403,"*","SRR11392448_bam_peak_3464",15,".",2.69928,4.73838,1.59003,"Promoter (<=1kb)",16,92391955,92400077,8123,2,"54720","ENSMUST00000023672.9",0,"ENSMUSG00000022951","Rcan1","regulator of calcineurin 1"
"chr16",92465879,92466132,254,"*","SRR11392448_bam_peak_3465",21,".",2.39831,5.49643,2.13553,"Promoter (<=1kb)",16,92391955,92466143,74189,2,"54720","ENSMUST00000232239.1",11,"ENSMUSG00000022951","Rcan1","regulator of calcineurin 1"
"chr16",93712110,93712337,228,"*","SRR11392448_bam_peak_3468",20,".",2.33856,5.43031,2.08776,"Promoter (<=1kb)",16,93711934,93740674,28741,1,"70028","ENSMUST00000226418.1",176,"ENSMUSG00000022946","Dop1b","DOP1 leucine zipper like protein B"
"chr16",93832406,93832676,271,"*","SRR11392448_bam_peak_3469",19,".",2.43683,5.21307,1.93176,"Promoter (<=1kb)",16,93832267,93870702,38436,1,"338467","ENSMUST00000232425.1",139,"ENSMUSG00000039456","Morc3","microrchidia 3"
"chr16",94312799,94313811,1013,"*","SRR11392448_bam_peak_3470",25,".",2.70106,6.10281,2.57293,"Promoter (<=1kb)",16,94128884,94313563,184680,2,"110948","ENSMUST00000163193.8",0,"ENSMUSG00000040820","Hlcs","holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase)"
"chr16",94370907,94371986,1080,"*","SRR11392448_bam_peak_3471",17,".",2.40503,4.9345,1.73175,"Promoter (<=1kb)",16,94364447,94371015,6569,2,"56176","ENSMUST00000113905.7",0,"ENSMUSG00000022940","Pigp","phosphatidylinositol glycan anchor biosynthesis, class P"
"chr16",94526824,94527236,413,"*","SRR11392448_bam_peak_3472",18,".",2.55214,5.13573,1.87592,"Promoter (<=1kb)",16,94497783,94526830,29048,2,"13185","ENSMUST00000023615.6",0,"ENSMUSG00000022898","Vps26c","VPS26 endosomal protein sorting factor C"
"chr16",94570622,94571231,610,"*","SRR11392448_bam_peak_3473",18,".",2.48396,5.11022,1.85676,"Promoter (<=1kb)",16,94570864,94665947,95084,1,"13548","ENSMUST00000139250.7",0,"ENSMUSG00000022897","Dyrk1a","dual-specificity tyrosine phosphorylation regulated kinase 1a"
"chr16",95701995,95703093,1099,"*","SRR11392448_bam_peak_3474",26,".",2.52783,6.1935,2.63852,"Promoter (<=1kb)",16,95702075,95721051,18977,1,"23872","ENSMUST00000023612.16",0,"ENSMUSG00000022895","Ets2","E26 avian leukemia oncogene 2, 3' domain"
"chr16",96145446,96145794,349,"*","SRR11392448_bam_peak_3476",24,".",2.64169,5.97734,2.48207,"Promoter (<=1kb)",16,96145418,96155957,10540,1,"71446","ENSMUST00000233273.1",28,"ENSMUSG00000023147","Get1","guided entry of tail-anchored proteins factor 1"
"chr16",97356470,97356963,494,"*","SRR11392448_bam_peak_3477",20,".",2.63034,5.31483,2.0055,"Promoter (<=1kb)",16,97356742,97442936,86195,1,"56175","ENSMUST00000047275.7",0,"ENSMUSG00000040605","Bace2","beta-site APP-cleaving enzyme 2"
"chr16",97851362,97851765,404,"*","SRR11392448_bam_peak_3478",21,".",2.35834,5.47685,2.12167,"Promoter (<=1kb)",16,97791877,97851783,59907,2,"114604","ENSMUST00000142295.7",18,"ENSMUSG00000014039","Prdm15","PR domain containing 15"
"chr16",97922176,97922553,378,"*","SRR11392448_bam_peak_3479",23,".",2.33947,5.7292,2.30452,"Promoter (<=1kb)",16,97869612,97922606,52995,2,"207781","ENSMUST00000232572.1",53,"ENSMUSG00000045975","C2cd2","C2 calcium-dependent domain containing 2"
"chr16",97961991,97962583,593,"*","SRR11392448_bam_peak_3480",22,".",2.44971,5.70277,2.28633,"Promoter (<=1kb)",16,97949764,97962593,12830,2,"114565","ENSMUST00000232187.1",10,"ENSMUSG00000046962","Zbtb21","zinc finger and BTB domain containing 21"
"chr17",3114441,3115742,1302,"*","SRR11392448_bam_peak_3484",17,".",2.39719,4.90932,1.71323,"Promoter (<=1kb)",17,3114972,3151719,36748,1,"106583","ENSMUST00000232079.1",0,"ENSMUSG00000046201","Scaf8","SR-related CTD-associated factor 8"
"chr17",3326702,3326938,237,"*","SRR11392448_bam_peak_3485",17,".",2.71748,4.99772,1.77799,"Promoter (<=1kb)",17,3326573,3518979,192407,1,"24001","ENSMUST00000169838.8",129,"ENSMUSG00000023800","Tiam2","T cell lymphoma invasion and metastasis 2"
"chr17",3397946,3398190,245,"*","SRR11392448_bam_peak_3486",15,".",3.05245,4.68564,1.55274,"Promoter (<=1kb)",17,3397230,3439434,42205,1,"24001","ENSMUST00000226905.1",716,"ENSMUSG00000023800","Tiam2","T cell lymphoma invasion and metastasis 2"
"chr17",3557526,3558302,777,"*","SRR11392448_bam_peak_3487",19,".",2.63224,5.2734,1.97567,"Promoter (<=1kb)",17,3519256,3557781,38526,2,"224481","ENSMUST00000041003.7",0,"ENSMUSG00000036983","Tfb1m","transcription factor B1, mitochondrial"
"chr17",4908168,4908703,536,"*","SRR11392448_bam_peak_3488",15,".",2.72368,4.7434,1.59336,"Distal Intergenic",17,4994332,5097733,103402,1,"239985","ENSMUST00000124362.1",-85629,"ENSMUSG00000069729","Arid1b","AT-rich interaction domain 1B"
"chr17",4995786,4996469,684,"*","SRR11392448_bam_peak_3489",13,".",2.23645,4.43713,1.37395,"Promoter (<=1kb)",17,4996421,5347656,351236,1,"239985","ENSMUST00000115799.1",0,"ENSMUSG00000069729","Arid1b","AT-rich interaction domain 1B"
"chr17",5190027,5190242,216,"*","SRR11392448_bam_peak_3490",22,".",2.6501,5.62794,2.22984,"Intron (ENSMUST00000092723.10/239985, intron 4 of 18)",17,5040578,5127640,87063,1,"239985","ENSMUST00000146703.1",149449,"ENSMUSG00000069729","Arid1b","AT-rich interaction domain 1B"
"chr17",5439993,5440209,217,"*","SRR11392448_bam_peak_3491",23,".",2.61614,5.84364,2.38646,"Promoter (<=1kb)",17,5410870,5440243,29374,2,"70544","ENSMUST00000005053.13",34,"ENSMUSG00000004945","Tmem242","transmembrane protein 242"
"chr17",5491703,5493469,1767,"*","SRR11392448_bam_peak_3492",23,".",2.45611,5.77389,2.33693,"Promoter (<=1kb)",17,5492557,5753811,261255,1,"224454","ENSMUST00000089185.5",0,"ENSMUSG00000034265","Zdhhc14","zinc finger, DHHC domain containing 14"
"chr17",5494831,5495137,307,"*","SRR11392448_bam_peak_3493",13,".",2.41984,4.37965,1.33151,"Promoter (2-3kb)",17,5492557,5753811,261255,1,"224454","ENSMUST00000089185.5",2274,"ENSMUSG00000034265","Zdhhc14","zinc finger, DHHC domain containing 14"
"chr17",5840838,5841701,864,"*","SRR11392448_bam_peak_3494",14,".",2.50064,4.57422,1.47299,"Promoter (<=1kb)",17,5841329,5931954,90626,1,"66616","ENSMUST00000002436.10",0,"ENSMUSG00000002365","Snx9","sorting nexin 9"
"chr17",5934859,5935143,285,"*","SRR11392448_bam_peak_3495",20,".",2.87164,5.36323,2.03996,"Distal Intergenic",17,5941280,6039168,97889,1,"20975","ENSMUST00000115791.9",-6137,"ENSMUSG00000023805","Synj2","synaptojanin 2"
"chr17",6079328,6080057,730,"*","SRR11392448_bam_peak_3496",21,".",2.37771,5.57868,2.19498,"Promoter (<=1kb)",17,6042196,6079741,37546,2,"321007","ENSMUST00000097432.9",0,"ENSMUSG00000015659","Serac1","serine active site containing 1"
"chr17",6106981,6107489,509,"*","SRR11392448_bam_peak_3497",24,".",2.56833,5.95734,2.46829,"Promoter (<=1kb)",17,6106891,6240628,133738,1,"68842","ENSMUST00000149756.7",90,"ENSMUSG00000034377","Tulp4","TUB like protein 4"
"chr17",6782180,6782597,418,"*","SRR11392448_bam_peak_3500",16,".",2.72863,4.80891,1.64225,"Promoter (<=1kb)",17,6738041,6782784,44744,2,"22350","ENSMUST00000064234.6",187,"ENSMUSG00000052397","Ezr","ezrin"
"chr17",7170153,7170519,367,"*","SRR11392448_bam_peak_3503",28,".",2.7266,6.44709,2.82175,"Promoter (<=1kb)",17,7170127,7190050,19924,1,"20112","ENSMUST00000232617.1",26,"ENSMUSG00000023809","Rps6ka2","ribosomal protein S6 kinase, polypeptide 2"
"chr17",7945653,7946119,467,"*","SRR11392448_bam_peak_3504",18,".",2.26617,5.04472,1.81127,"Promoter (<=1kb)",17,7945653,7979824,34172,1,"66832","ENSMUST00000097423.2",0,"ENSMUSG00000073471","Rsph3a","radial spoke 3A homolog (Chlamydomonas)"
"chr17",8147153,8147720,568,"*","SRR11392448_bam_peak_3505",17,".",2.4785,4.98641,1.76858,"Promoter (<=1kb)",17,8115445,8147785,32341,2,"100037283","ENSMUST00000231927.1",65,"ENSMUSG00000095687","Rnaset2a","ribonuclease T2A"
"chr17",8165210,8166136,927,"*","SRR11392448_bam_peak_3506",31,".",2.74636,6.83738,3.10401,"Promoter (<=1kb)",17,8165501,8196804,31304,1,"75296","ENSMUST00000097419.9",0,"ENSMUSG00000069135","Cep43","centrosomal protein 43"
"chr17",8283162,8284042,881,"*","SRR11392448_bam_peak_3507",23,".",2.43227,5.81513,2.36665,"Promoter (<=1kb)",17,8283762,8297661,13900,1,"55951","ENSMUST00000155364.7",0,"ENSMUSG00000023861","Mpc1","mitochondrial pyruvate carrier 1"
"chr17",8311193,8311516,324,"*","SRR11392448_bam_peak_3508",15,".",2.30119,4.70203,1.56255,"Promoter (<=1kb)",17,8311175,8318208,7034,1,"106489","ENSMUST00000141213.1",18,"ENSMUSG00000073468","Sft2d1","SFT2 domain containing 1"
"chr17",8372424,8372705,282,"*","SRR11392448_bam_peak_3509",13,".",3.19423,4.46219,1.38845,"Promoter (<=1kb)",17,8372396,8422728,50333,1,"21331","ENSMUST00000163578.7",28,"ENSMUSG00000058159","T2","brachyury 2"
"chr17",9167427,9167832,406,"*","SRR11392448_bam_peak_3510",13,".",2.39474,4.34975,1.30961,"Promoter (<=1kb)",17,9147719,9167836,20118,2,"67791","ENSMUST00000181618.1",4,"ENSMUSG00000097049","6530411M01Rik","RIKEN cDNA 6530411M01 gene"
"chr17",10320111,10320639,529,"*","SRR11392448_bam_peak_3511",16,".",2.52952,4.81627,1.64411,"Promoter (<=1kb)",17,10206551,10319854,113304,2,"19317","ENSMUST00000097414.10",-257,"ENSMUSG00000062078","Qki","quaking, KH domain containing RNA binding"
"chr17",10335424,10335754,331,"*","SRR11392448_bam_peak_3512",14,".",2.40869,4.47888,1.40341,"Distal Intergenic",17,10324602,10329307,4706,1,"76634","ENSMUST00000188715.1",10822,"ENSMUSG00000099384","1700110C19Rik","RIKEN cDNA 1700110C19 gene"
"chr17",12118847,12119078,232,"*","SRR11392448_bam_peak_3513",18,".",2.33645,5.16735,1.89774,"Promoter (<=1kb)",17,12118704,12210710,92007,1,"68262","ENSMUST00000164143.7",143,"ENSMUSG00000023827","Agpat4","1-acylglycerol-3-phosphate O-acyltransferase 4"
"chr17",12316597,12316840,244,"*","SRR11392448_bam_peak_3514",16,".",3.20835,4.78399,1.62302,"Promoter (1-2kb)",17,12272134,12318391,46258,2,"26407","ENSMUST00000233002.1",1551,"ENSMUSG00000014426","Map3k4","mitogen-activated protein kinase kinase kinase 4"
"chr17",12318146,12319023,878,"*","SRR11392448_bam_peak_3515",18,".",2.39066,5.14366,1.88212,"Promoter (<=1kb)",17,12318853,12327250,8398,1,"224523","ENSMUST00000181774.2",0,"ENSMUSG00000097350","4732491K20Rik","RIKEN cDNA 4732491K20 gene"
"chr17",12769235,12769977,743,"*","SRR11392448_bam_peak_3516",21,".",2.8547,5.52833,2.15959,"Promoter (<=1kb)",17,12682406,12769664,87259,2,"16004","ENSMUST00000024599.13",0,"ENSMUSG00000023830","Igf2r","insulin-like growth factor 2 receptor"
"chr17",12916497,12917165,669,"*","SRR11392448_bam_peak_3517",23,".",2.57754,5.79023,2.3478,"Promoter (<=1kb)",17,12916475,12919558,3084,1,"21454","ENSMUST00000151715.1",22,"ENSMUSG00000068039","Tcp1","t-complex protein 1"
"chr17",12990920,12991394,475,"*","SRR11392448_bam_peak_3518",13,".",2.7558,4.45946,1.38945,"Promoter (<=1kb)",17,12972685,12992192,19508,2,"60532","ENSMUST00000159986.7",798,"ENSMUSG00000060475","Wtap","WT1 associating protein"
"chr17",12991915,12992896,982,"*","SRR11392448_bam_peak_3519",20,".",2.43265,5.43902,2.09497,"Promoter (<=1kb)",17,12966796,12992497,25702,2,"60532","ENSMUST00000159551.7",0,"ENSMUSG00000060475","Wtap","WT1 associating protein"
"chr17",13759367,13760351,985,"*","SRR11392448_bam_peak_3520",22,".",2.73691,5.68023,2.26846,"Promoter (<=1kb)",17,13717568,13760084,42517,2,"21646","ENSMUST00000232858.1",0,"ENSMUSG00000038347","Tcte2","t-complex-associated testis expressed 2"
"chr17",13761583,13761843,261,"*","SRR11392448_bam_peak_3521",10,".",2.42039,4.0337,1.08202,"Promoter (<=1kb)",17,13761605,13854225,92621,1,"17356","ENSMUST00000137495.7",0,"ENSMUSG00000068036","Afdn","afadin, adherens junction formation factor"
"chr17",14203380,14203848,469,"*","SRR11392448_bam_peak_3522",12,".",2.42701,4.21158,1.21119,"Promoter (<=1kb)",17,14195052,14204094,9043,2,"240025","ENSMUST00000053218.6",246,"ENSMUSG00000048826","Dact2","dishevelled-binding antagonist of beta-catenin 2"
"chr17",14693682,14694068,387,"*","SRR11392448_bam_peak_3523",14,".",3.47074,4.60187,1.4944,"Promoter (<=1kb)",17,14665500,14694235,28736,2,"21826","ENSMUST00000170872.2",167,"ENSMUSG00000023885","Thbs2","thrombospondin 2"
"chr17",14943547,14943827,281,"*","SRR11392448_bam_peak_3524",15,".",2.59364,4.63023,1.51165,"Promoter (<=1kb)",17,14943271,14959570,16300,1,"67912","ENSMUST00000174163.1",276,"ENSMUSG00000050088","1600012H06Rik","RIKEN cDNA 1600012H06 gene"
"chr17",15395869,15396521,653,"*","SRR11392448_bam_peak_3529",18,".",2.4369,5.13691,1.87689,"Promoter (<=1kb)",17,15396202,15433438,37237,1,"67544","ENSMUST00000055352.7",0,"ENSMUSG00000014763","Fam120b","family with sequence similarity 120, member B"
"chr17",15498034,15498236,203,"*","SRR11392448_bam_peak_3530",20,".",2.23977,5.35417,2.03436,"Promoter (<=1kb)",17,15475021,15498298,23278,2,"19170","ENSMUST00000014913.10",62,"ENSMUSG00000014769","Psmb1","proteasome (prosome, macropain) subunit, beta type 1"
"chr17",15526843,15527213,371,"*","SRR11392448_bam_peak_3531",19,".",2.45429,5.19162,1.91671,"Promoter (<=1kb)",17,15521953,15527113,5161,2,"18567","ENSMUST00000232149.1",0,"ENSMUSG00000014771","Pdcd2","programmed cell death 2"
"chr17",15564124,15564763,640,"*","SRR11392448_bam_peak_3532",22,".",2.50697,5.65994,2.2537,"Promoter (<=1kb)",17,15553224,15564340,11117,2,"213389","ENSMUST00000147532.7",0,"ENSMUSG00000051977","Prdm9","PR domain containing 9"
"chr17",15704630,15705213,584,"*","SRR11392448_bam_peak_3533",17,".",2.44841,4.93108,1.72883,"Promoter (<=1kb)",17,15704967,15772610,67644,1,"12648","ENSMUST00000024627.13",0,"ENSMUSG00000023852","Chd1","chromodomain helicase DNA binding protein 1"
"chr17",15825569,15826461,893,"*","SRR11392448_bam_peak_3534",21,".",2.4058,5.49147,2.13222,"Promoter (<=1kb)",17,15819345,15826560,7216,2,"68799","ENSMUST00000232638.1",99,"ENSMUSG00000048027","Rgmb","repulsive guidance molecule family member B"
